Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice
14036,Vecchia Cantina Chianti DOC,750mL,4,27.96,6.99
14054,Seaglass Rsl,750mL,610,5483.9,8.99
14061,Shafer One Pnt Five Cab Svgn,750mL,94,7519.0599999999995,79.99
14062,Shafer Red Shoulder Chard,750mL,26,1351.74,51.99
14078,Bota Box Malbec,3L,592,12342.08,20.848108108108107
14096,Citation Chard,750mL,42,1511.58,35.989999999999995
14097,Bonny Doon Clos de Gilroy Rd,750mL,24,311.76,12.99
14100,Douglass Hill Chard,750mL,12,71.88,5.989999999999999
14101,Douglass Hill Cab Svgn,750mL,12,71.88,5.989999999999999
14105,Cakebread Dancing Bear Cab S,750mL,3,344.96999999999997,114.99
14110,Bodegas Numanthia Termes,750mL,3,71.97,23.99
14119,Zonin Prosecco Brut,187mL,48,157.92,3.2899999999999996
14120,Antica Cab Svgn Napa Valley,750mL,3,149.97,49.99
14126,Attitude 13 Rose Jolivet,750mL,7,97.93,13.99
14129,14 Hands Hot to Trot Red,750mL,1305,13372.710000000001,10.24728735632184
14130,14 Hands Hot to Trot White,750mL,97,1046.03,10.78381443298969
14133,Yellow Tail Tree Free Chard,750mL,1,7.99,7.99
14137,Palazzo Montanari Valpo Clsc,750mL,1,12.99,12.99
14141,Finca Decero Amano,750mL,10,329.9,32.989999999999995
14174,Chalk Hill Estate Red,750mL,10,499.9,49.989999999999995
14184,Ch M Vert Lussac St Emilion,750mL,484,6801.16,14.05198347107438
14190,Ch Haut Branda Brdx Rouge,750mL,12,107.88,8.99
14191,Ch Fage Graves de Vayres,750mL,86,1031.14,11.990000000000002
14193,Veuve Clicquot Ylw Ice Lettr,750mL,8,359.92,44.99
14194,Caparzo Brnllo di Montalcino,750mL,78,2963.2200000000003,37.99
14195,Twomey Svgn Bl Napa,750mL,9,233.90999999999997,25.989999999999995
14209,Dierberg Santa Maria Chard,750mL,35,839.65,23.99
14217,Chevalier L'Aujardiere Chard,750mL,2,33.98,16.99
14235,Copa di Vino Cab Svgn,187mL,59,146.91,2.4899999999999998
14236,Copa di Vino Chard,187mL,62,154.38,2.4899999999999998
14240,Ninety+Cellars Lot 2 Svgn Bl,750mL,1401,12700.99,9.065660242683798
14250,Ruta 22 Malbec,750mL,382,3900.18,10.209895287958116
14265,Vieux Clocher Vacqueyras 07,750mL,5,114.94999999999999,22.99
14277,Ferrari Carano Tresor Rsv,750mL,2,99.98,49.99
14279,Movendo Moscato,750mL,408,3366.92,8.252254901960784
14280,Cupcake Shiraz,750mL,139,1184.1100000000001,8.518776978417266
14300,Masi Passo Doble,750mL,44,527.56,11.989999999999998
14306,Dom les Pallieres Gigondas,750mL,10,469.90000000000003,46.99
14329,Ty Ku Sake Junmai Ginjo,330mL,96,1391.04,14.49
14332,Latour 07 Bonnes Mares AC,750mL,4,639.96,159.99
14333,Latour 07 Echezeaux Rouge,750mL,2,319.98,159.99
14341,Grooner Gruner Veltliner,750mL,14,139.86,9.99
14342,Cupcake Pnt Nr,750mL,1222,10246.78,8.385253682487726
14348,De Martino Carmenere Estate,750mL,31,340.69,10.99
14357,Chilensis Pnt Nr,750mL,12,119.88,9.99
14363,Educated Guess Cab Svgn Napa,750mL,329,6888.71,20.938328267477203
14369,Neirano Prosecco Sparkling,750mL,1,12.99,12.99
14370,Seven Deadly Zins Lodi Znfdl,750mL,6,89.94,14.99
14381,LaBelle Winery Riesling,750mL,85,1359.15,15.99
14382,LaBelle Winery Raspberry,375mL,44,703.5600000000001,15.990000000000002
14383,LaBelle Winery Granite Red,750mL,131,2094.69,15.99
14386,Tarima Monastrell Jumilla,750mL,171,1541.29,9.013391812865496
14389,Cedar Knoll Vyd Cab Svgn Npa,750mL,2,79.98,39.99
14393,Ch Montaud Cotes de Prov Rse,750mL,762,9157.38,12.01755905511811
14407,Fusional Svgn Bl,750mL,1,19.99,19.99
14410,Liberty Crk Vyd Pnt Grigio,1.5L,6,47.94,7.989999999999999
14413,Tisdale Vyds Pnt Grigio,750mL,36,143.64000000000001,3.99
14415,Peter Lehmann Layers Red,750mL,101,806.99,7.99
14416,J Lohr Falcons Perch Pnt Nr,750mL,744,11842.56,15.917419354838708
14425,Ch Musar Rouge,750mL,16,719.84,44.99
14432,Bully Hill NY Rsl,750mL,12,155.88,12.99
14433,F Coppola Rosso Bianco Chard,750mL,93,1054.07,11.334086021505376
14437,Byron Santa Barbara Pnt Nr,750mL,56,1083.44,19.34714285714286
14439,Barefoot Sweet Red,750mL,706,4309.4400000000005,6.104022662889519
14444,Blackbird Vyds Arrivste Rose,750mL,6,155.94,25.99
14457,Scagliola Mati Barbera,750mL,56,775.44,13.847142857142858
14471,De Loach Merlot Cal,750mL,153,1528.47,9.99
14475,Belcreme de Lys Chard,750mL,390,4208.1,10.790000000000001
14538,Ch St Michel Brdx Superur,750mL,47,845.53,17.99
14539,Dom de Dionysos La Deveze,750mL,1027,15394.73,14.99
14551,Cava Mistinguett Brut,750mL,2283,18241.17,7.989999999999999
14552,Dom de Dionysos Cairanne Cig,750mL,57,1139.43,19.990000000000002
14573,Sandrone Dolcetto D'Alba,750mL,1,19.99,19.99
14620,Bodega Elena de Mendoza Mlbc,750mL,119,831.8100000000001,6.99
14622,La Marca Prosecco,750mL,1620,22538.8,13.912839506172839
14623,The Naked Grape Pnt Grigio,750mL,351,2453.4900000000002,6.990000000000001
14624,The Naked Grape Pnt Nr,750mL,241,1684.59,6.989999999999999
14625,Bridlewood Pnt Nr,750mL,168,1678.32,9.99
14627,Carlo Rossi Sweet Red,4L,4,59.96,14.99
14628,Tisdale Vyds Sweet Red,750mL,12,47.88,3.99
14631,Dom Serene Yamhill Cv Pnt Nr,750mL,40,1476.6000000000001,36.915000000000006
14632,Dom Serene Evenstad 11 Pnt N,750mL,20,1219.8,60.989999999999995
14635,Marcarini Ciabot Camerano,750mL,4,67.96,16.99
14638,Bongiovanni Dolceo D'Alba,750mL,6,101.94,16.99
14652,Cambria Katherine Vyd Chard,750mL,8,127.92,15.99
14654,Arrogant Frog Chardonnay,750mL,24,239.76,9.99
14655,Arrogant Frog Pnt Nr,750mL,39,389.61,9.99
14657,The Shepherd Svgn Bl,750mL,45,674.5500000000001,14.990000000000002
14661,Dom Serene Evenstad Pnt Nr,375mL,12,239.88,19.99
14663,Spellbound Merlot,750mL,201,2780.99,13.835771144278606
14666,Raymond Family Clsc Cab Svgn,750mL,38,685.62,18.04263157894737
14670,Sutter Home Moscato,187mL 4 Pk,24,143.76,5.989999999999999
14672,Duckhorn Decoy Cab Svgn,750mL,1153,24582.07,21.32009540329575
14675,Culpeo Malbec,750mL,1,11.49,11.49
14681,Shafer Hillside Cab Svgn 06,1.5L,1,389.99,389.99
14684,Cherry Pie Stanly Pnt Nr,750mL,37,1829.63,49.44945945945946
14688,Ferrari-Carano RSV Chard,750mL,9,344.90999999999997,38.32333333333333
14690,Bridlewood Pnt Nr Monterey C,750mL,389,3886.11,9.99
14701,Cupcake Red Velvet,750mL,1947,16174.03,8.307154596815614
14703,Casa Ferreirinha Esteva Doro,750mL,56,721.44,12.882857142857144
14704,Rex Goliath Free Range Red,750mL,140,844.6,6.032857142857143
14706,Cupcake Prosecco,750mL,2600,25282.5,9.724038461538461
14710,Ch Tanunda Gr Barossa Shiraz,750mL,129,2244.71,17.400852713178296
14711,Ch Tanunda Gr Barossa Rsl,750mL,4,47.96,11.99
14712,Lucky Duck Riesling,750mL,12,45.48,3.7899999999999996
14718,Dom Janasse Cote Rhone Rouge,750mL,1,18.99,18.99
14719,Alto Moncayo Veraton Garnach,750mL,72,1583.28,21.99
14724,Tozai Blossom of Peace,720mL,19,322.80999999999995,16.99
14799,A Bichot Pouilly-Fuisse,750mL,44,923.56,20.99
14805,Ninety+Cellars Lot 23 Malbec,750mL,1088,9923.12,9.120514705882353
14810,Primaterra Prosecco,750mL,58,841.42,14.507241379310344
14811,Primaterra Pnt Nr,750mL,131,1409.69,10.760992366412214
14818,Simi Pnt Nr Sonoma Cnty,750mL,659,10608.41,16.097738998482548
14826,My Big Fat Greek Red Wine,750mL,1,11.99,11.99
14834,White Elephant Vinum Cellars,750mL,12,215.88,17.99
14836,Vinum Cellars Chard,750mL,1,10.29,10.29
14838,Layer Cake Cab Svgn,750mL,619,9227.17,14.906575121163167
14840,Kris Artist Cuvee Pnt Grigio,750mL,4,39.96,9.99
14852,Mooiplaas The Bean Pinotage,750mL,133,1743.67,13.1103007518797
14895,Vendange Pnt Grigio,1.5L,289,2651.11,9.173391003460209
14920,Broadbent Gruner Veltliner,Liter,67,1004.33,14.99
14922,Five Oaks Pnt Grigio Cal,750mL,12,45.48,3.7899999999999996
14923,Five Oaks Pnt Nr Cal,750mL,15,56.849999999999994,3.7899999999999996
14929,Yellow Tail Moscato,750mL,45,359.54999999999995,7.989999999999999
14930,Yellow Tail Moscato,1.5L,530,7141.38,13.474301886792453
14935,J Lohr Tower Road Petite Sir,750mL,15,299.85,19.990000000000002
14962,Stone Barn Chard,750mL,96,459.84,4.79
14972,Nicolas Feuillatte Brut,750mL,33,1167.67,35.38393939393939
14973,Nicolas Feuillatte Brut Rose,750mL,2,93.98,46.99
14974,Mantane Primitivo Puglio,750mL,60,779.4,12.99
14975,Cavit Moscato,750mL,595,4207.05,7.070672268907563
14983,Ken Wright Clrs Willa Pnt Nr,750mL,60,1733.3999999999999,28.889999999999997
14991,Banshee Pnt Nr Sonoma Cnty,750mL,286,5145.139999999999,17.99
14996,Teira Merlot,750mL,1,15.99,15.99
15007,Sean Minor Carneros Pnt Nr,750mL,142,2838.58,19.99
15009,Sean Minor Cab Svgn,750mL,203,4057.97,19.99
15014,Librandi Ciro Blanco DOC,750mL,1,6.49,6.49
15020,Angeline Chard Cal,750mL,15,112.35,7.489999999999999
15035,Morellino d Scansano Rsv,750mL,1012,11121.880000000001,10.99
15037,Banfi Poggio Alle Mura Montl,750mL,5,364.95,72.99
15043,Cuvee Aurora Rose Sparkling,750mL,24,551.76,22.99
15047,Zaccagnini Pnt Grigio,750mL,157,2912.43,18.550509554140127
15056,Cono Sur Vision Pnt Nr,750mL,4,44.96,11.24
15057,Cono Sur Organic Cab Svgn,750mL,54,621.46,11.50851851851852
15058,Cono Sur Organic Svgn Bl,750mL,9,101.91,11.323333333333332
15059,Cono Sur Organic Chard,750mL,54,605.46,11.212222222222223
15063,Almaden Moscato,5L,4,71.96,17.99
15064,Sokol Blosser Pnt Gris,750mL,4,75.96,18.99
15065,Sokol Blosser Pnt Nr,750mL,1,37.99,37.99
15076,Cigar Box Cab Svgn Valle Cen,750mL,36,497.64,13.823333333333332
15079,Anna de Codorniu Brut Cava,750mL,64,824.36,12.880625
15085,Franzia Tap Pnt Grigio,5L,25,449.74999999999994,17.99
15089,Mont Redon Cotes du Rhone,750mL,41,475.59000000000003,11.599756097560977
15092,Anne Amie Pnt Nr,750mL,109,2755.91,25.283577981651376
15094,Butter Chard,750mL,1853,26259.47,14.171327576902321
15105,Kendall Jackson Avant Chard,750mL,634,8251.78,13.015425867507888
15126,Craggy Range Aroha Pnt Nr 06,750mL,1,36.99,36.99
15137,Black Stallion Chard Napa Vy,750mL,24,383.76,15.99
15138,Black Stallion Cab Svgn Napa,750mL,146,3502.54,23.99
15139,Massimo Malbec Mendoza,750mL,80,999.2,12.49
15146,Achaval Ferrer Malbec,750mL,102,2296.98,22.519411764705882
15156,Yago Sant'Gria Red,3L,178,2565.72,14.414157303370786
15161,Groth Rsv Cab Svgn Napa Vly,750mL,14,1399.86,99.99
15168,Durigutti Malbec Mendoza,750mL,183,2743.17,14.99
15171,Cecchi Litorale Vermentino,750mL,50,711.5,14.23
15178,Tercos Torrontes,750mL,4,43.96,10.99
15188,Las Valles Carinena Red,750mL,12,107.88,8.99
15192,Folonari Moscato,1.5L,8,101.92,12.74
15193,Billecart-Salmon Brut Rsv,750mL,10,499.90000000000003,49.99
15194,Billecart-Salmon Brut Rose,750mL,23,1733.77,75.38130434782609
15205,Beringer Cab Svgn Napa Vly,750mL,42,1469.5800000000002,34.99
15209,Writer's Block Pnt Nr,750mL,25,399.75,15.99
15211,Arrowood Chard Sonoma Cty,750mL,17,178.32999999999998,10.489999999999998
15228,Saldo Znfdl Cal,750mL,87,2609.13,29.990000000000002
15229,The Prisoner Red Napa Valley,750mL,352,14682.48,41.71159090909091
15230,Faust Cab Svgn Napa Valley,750mL,73,3649.27,49.99
15232,Flowers Pnt Nr Sonoma Coast,750mL,134,6078.66,45.36313432835821
15233,Flowers Chard Sonoma Cst,750mL,44,1989.5600000000002,45.21727272727273
15235,Common Man Pnt Grigio,750mL,48,431.52,8.99
15239,Podere Poggio Scalette 07,750mL,1,53.99,53.99
15247,Juve y Camps Brut Nature,750mL,25,462.75,18.51
15251,Bota Mini Cab Svgn,500mL,316,1260.8400000000001,3.9900000000000007
15252,Bota Mini Chard,500mL,407,1623.93,3.99
15255,Bota Mini Pnt Grigio,500mL,425,1695.75,3.99
15261,Barefoot Cellars Sweet Red,187mL 4 Pk,6,38.94,6.489999999999999
15262,Bella Sera Moscato,750mL,6,38.94,6.489999999999999
15263,Bella Sera Moscato,1.5L,61,700.89,11.49
15264,Bridlewood Cab Svgn,750mL,95,1329.05,13.99
15265,The Naked Grape Cab Svgn,750mL,210,1467.9,6.99
15266,The Naked Grape Chard,750mL,200,1398.0,6.99
15290,Backhouse Pnt Nr,750mL,325,2303.75,7.088461538461538
15291,Flip Flop Cab Svgn,750mL,157,917.43,5.843503184713375
15292,Flip Flop Chard,750mL,291,1734.0900000000001,5.959072164948454
15294,Flip Flop Moscato,750mL,7,41.93,5.99
15295,Flip Flop Pnt Grigio,750mL,582,2929.1800000000003,5.032955326460481
15297,Flip Flop Rsl,750mL,1,7.99,7.99
15314,Korbel Sweet Cuvee,750mL,83,1315.17,15.845421686746988
15315,Middle Sister Sweet & Sassy,750mL,214,2137.86,9.99
15319,Angoves Nine Vines Moscato,750mL,12,143.88,11.99
15321,Blufeld Rsl,750mL,188,1942.1200000000001,10.330425531914894
15322,Vinum Cellars Scrapper Cab F,750mL,1,29.99,29.99
15328,Rex Goliath Svgn Bl,1.5L,2,21.98,10.99
15329,Rex Goliath Moscato,750mL,6,35.94,5.989999999999999
15332,Whitehaven Svgn Bl,750mL,131,1636.19,12.49
15333,Maso Canali Pnt Grigio Coll,750mL,25,299.75,11.99
15334,Brotte La Griveliere CDR,750mL,134,1338.66,9.99
15349,Itami Onigoroshi Junmal Shu,300mL,13,103.87,7.99
15350,Kitaya Ai No Hime Sprkl Sake,180mL,17,186.83,10.99
15355,Decoy Duckhorn Chard Sonoma,750mL,324,5897.48,18.202098765432098
15356,Seaglass Pnt Nr,750mL,420,4195.8,9.99
15357,Greystone Cellars Cab Svgn,750mL,39,428.61,10.99
15362,Gaia Notios Red,750mL,36,575.64,15.99
15366,Vina Borgia Garnacha,750mL,12,101.88,8.49
15367,Almirez 07 Tinta de Toro,750mL,11,296.89,26.99
15386,Clockspring Znfdl,750mL,1,10.99,10.99
15392,Cupcake Riesling,750mL,169,1418.31,8.392366863905325
15393,Cupcake Pnt Grigio,750mL,2277,19007.73,8.347707509881422
15399,Lobster Reef Svgn Bl,750mL,158,1880.42,11.90139240506329
15401,Red Rock Pnt Nr,750mL,164,1477.3600000000001,9.00829268292683
15404,Dom Serene Rose,750mL,1,24.99,24.99
15414,Best Foot Forward Chard,750mL,1,8.99,8.99
15423,Astrolabe Svgn Bl Marlboro,750mL,2,25.98,12.99
15426,Voga Moscato Italia,750mL,32,383.68,11.99
15428,Ruffino Prosecco Sparkling,750mL,297,4014.03,13.515252525252526
15444,Riff Pnt Grigio,750mL,259,2615.41,10.098108108108107
15463,Antinori Tignanello,750mL,28,2516.7200000000003,89.88285714285715
15466,Mirassou Moscato,750mL,129,1288.71,9.99
15470,Achaval Ferrer Quimera,750mL,4,91.96,22.99
15476,Vietti Barolo Castiglione,750mL,1,49.99,49.99
15482,C Y Toro Frontera Carmenere,1.5L,126,1154.74,9.164603174603174
15503,Opici Sangria,3L,178,2507.2200000000003,14.08550561797753
15504,Mollydooker The Boxer Shiraz,750mL,17,441.83,25.99
15505,Mollydooker Carnival of Love,750mL,4,319.96,79.99
15507,Mollydooker Blue Eyed Boy,750mL,2,89.98,44.99
15508,Mollydooker Enchanted Path,750mL,2,159.98,79.99
15509,Mollydooker Maitre D Cab Svg,750mL,11,285.89,25.99
15510,Mollydooker Violinist Verdel,750mL,2,43.98,21.99
15527,Roscato Rosso,750mL,1744,17590.56,10.086330275229358
15528,Cannonball Chard,750mL,224,3137.76,14.007857142857144
15529,Goose Ridge Red g3,750mL,72,575.28,7.989999999999999
15542,Tiziano Prosecco,750mL,2,33.98,16.99
15545,M Chiarlo Barolo Cerequio,750mL,1,79.99,79.99
15548,Seaglass Chard,750mL,622,5591.78,8.99
15549,CastelGiocondo Brunello 07,750mL,157,6278.43,39.99
15550,Talbott Pnt Nr Santa Lucia,750mL,51,1748.49,34.28411764705882
15552,Senda 66 Tempranillo,750mL,38,461.62,12.147894736842105
15572,Seven Daughters Moscato IGT,750mL,12,131.88,10.99
15575,Monte Faliesi Falanghina,750mL,392,3524.08,8.99
15582,Vieux Clocher Rose CDR,750mL,6,71.94,11.99
15584,Ch Vrai Caillou Wh Brdx,750mL,80,799.2,9.99
15605,La Mondotte 08 St Emilion,750mL,1,235.99,235.99
15619,Beringer Classic Red Moscato,750mL,370,2519.3,6.808918918918919
15620,C Y Toro Casillero Diab Malb,750mL,186,1868.14,10.043763440860216
15643,Poseidons Vyd Molnar Pnt Nr,750mL,24,479.76,19.99
15651,Villa d Anges Old Vines Rose,750mL,16,223.84,13.99
15675,Six Hats Shiraz,750mL,41,452.59,11.038780487804878
15688,Cheval Blanc St Emilion 08,750mL,1,449.99,449.99
15720,Clos Rochette Faiveley 09,750mL,9,179.91,19.99
15721,Vincent Marie Antoinette,750mL,17,424.83000000000004,24.990000000000002
15729,Copa di Vino Pnt Grigio,187mL,137,341.13,2.4899999999999998
15739,Vina Borgia Garnacha,3L,23,459.77,19.99
15743,Bodegas Izadi Tempranillo Rd,750mL,211,3396.89,16.099004739336493
15745,Sandeman 10 Yr Tawny Port,750mL,46,1057.54,22.99
15747,BV Coastal Estate Red,750mL,2,21.98,10.99
15748,Rioja Vega Tempranillo Garna,750mL,232,2097.68,9.041724137931034
15761,Cantine Maschio Prosecco Brt,187mL,216,818.64,3.79
15774,Paul D Zweigelt Weinland,Liter,4,57.96,14.49
15785,Le Preare Valpo Clsc Ripasso,750mL,1,16.99,16.99
15790,Humberto Canale Malbec Est,750mL,3,35.97,11.99
15812,Diseno Torrontes Salta,750mL,22,153.78,6.99
15820,Mont Redon CdP Red,750mL,22,813.7800000000001,36.99
15824,Nozzole Chianti Clsc RSV,750mL,223,4128.7699999999995,18.51466367713004
15827,Frisk Prickly Rsl,750mL,272,2757.28,10.137058823529413
15832,Sunday Mtn Svgn Bl,750mL,25,399.75,15.99
15835,Ninety+Cellars Lot 33 Rose,750mL,1,10.99,10.99
15837,Ninety+Cellars Lot 37 Shiraz,750mL,147,1416.53,9.63625850340136
15838,Ravines Finger Rsl Lakes,750mL,13,209.87,16.143846153846155
15846,Merry Edwards Svgn Bl RRV,375mL,22,549.78,24.99
15859,Roland Lavantureux Chablis,750mL,2,55.98,27.99
15871,Cyan Toro Zamora,750mL,3,47.97,15.99
15875,Ranga Ranga Svgn Bl,750mL,329,4002.71,12.16629179331307
15876,3 Brooms Svgn Bl Marlborough,750mL,57,952.43,16.709298245614033
15888,R M Woodbridge Malbec,750mL,34,271.65999999999997,7.989999999999999
15889,R M Woodbridge Malbec,1.5L,195,2405.05,12.333589743589744
15891,Farnum Hill Dooryard Cider,750mL,48,575.52,11.99
15892,Red Guitar Sangria,750mL,581,2958.19,5.091549053356283
15899,Kosta Browne Pnt Nr Sonoma C,750mL,1,92.99,92.99
15900,Ch St Jean Svgn Bl Sonoma,750mL,61,817.39,13.399836065573771
15911,Primal Roots Red Cal,750mL,271,2436.29,8.99
15914,Simply Naked Merlot,750mL,25,99.75,3.99
15915,Simply Naked Cab Svgn,750mL,113,507.37,4.49
15916,Simply Naked Pnt Grigio,750mL,323,2295.77,7.107647058823529
15917,Simply Naked Chard,750mL,340,2412.6,7.095882352941176
15922,Primo Amore Moscato,750mL,420,4723.8,11.247142857142858
15923,Bota Mini Moscato,500mL,17,81.42999999999999,4.789999999999999
15949,Kunde Cab Svgn Sonoma Cnty,750mL,1,12.99,12.99
15951,Tenuta Sette Ponti Oreno,750mL,6,323.94000000000005,53.99000000000001
15968,Kunde Chard Sonoma Cnty,750mL,6,77.94,12.99
15970,Alexana Revana Vyd Pnt Nr,750mL,15,644.85,42.99
15971,Revana Cab Svgn Napa Vly,750mL,7,769.93,109.99
15977,Quattro Mani Barbera,750mL,12,191.88,15.99
15979,Moonlight Meadery Wild,375mL,72,935.28,12.99
15980,Moonlight Meadery Apple Pie,375mL,180,2338.2,12.989999999999998
15981,Verde Sole Znfdl,750mL,35,489.65000000000003,13.99
16000,Drouhin Pouilly Fuisse,750mL,11,263.89,23.99
16061,Shannon Ridge 09 Cab Svgn,750mL,3,47.97,15.99
16072,Patch Block Chardonnay B/B,3L,4,27.96,6.99
16127,Lindemans Bin 90 Moscato,1.5L,10,131.9,13.190000000000001
16129,Pol Roger Brut,750mL,162,6158.38,38.01469135802469
16140,Ravines Meritage,750mL,11,252.89,22.99
16146,Sean Minor Red Napa Vly,750mL,35,691.65,19.76142857142857
16151,Cavit Alta Luna Pnt Grigio,750mL,205,2252.95,10.989999999999998
16155,Joseph Phelps Insignia 08,750mL,2,319.98,159.99
16159,Gnarly Head Authentic Red,750mL,151,1814.49,12.016490066225165
16163,Sutter Home Pnt Nr,187mL 4 Pk,12,71.88,5.989999999999999
16165,Garnet Pnt Nr Monterey Cnty,750mL,45,772.55,17.167777777777776
16172,Ch Lamothe de Haux Brdx Red,750mL,12,203.88,16.99
16174,Inkblot Cab Franc,750mL,59,1946.41,32.99
16175,The Naked Grape Moscato,750mL,338,2362.62,6.989999999999999
16178,Lobstah White,750mL,35,349.65,9.99
16179,Perrier Jouet Blason Rose,750mL,85,4249.15,49.989999999999995
16180,Skinnygirl Sangria,750mL,146,1604.54,10.99
16189,Frescobaldi Tenuta Castglni,750mL,43,1203.57,27.99
16190,Morande Edicion Limitada,750mL,8,119.92,14.99
16200,Gramona Lustros Gr Rsva Cava,750mL,5,214.95000000000002,42.99
16205,Sivas-Sonoma Cab Svgn,750mL,58,985.42,16.99
16208,Inman Family OGV Est Pnt Nr,750mL,1,46.99,46.99
16232,Blackstone Delectable Red,750mL,22,232.78,10.58090909090909
16239,Domino Cab Svgn,750mL,27,134.73000000000002,4.990000000000001
16240,Domino Chard,750mL,13,64.87,4.99
16241,Domino Merlot,750mL,7,34.93,4.99
16242,Domino Pnt Grigio,750mL,32,159.68,4.99
16245,Domino Cab Svgn,1.5L,21,167.79,7.989999999999999
16246,Domino Chard,1.5L,42,335.58,7.989999999999999
16247,Domino Merlot,1.5L,6,47.94,7.989999999999999
16248,Domino Pnt Grigio,1.5L,24,191.76,7.989999999999999
16257,Sutter Home Pink Moscato,750mL,24,143.76,5.989999999999999
16260,The Dreaming Tree Cab Svgn,750mL,755,10726.45,14.20721854304636
16261,The Dreaming Tree CC Chard,750mL,113,1645.8700000000001,14.565221238938054
16262,The Dreaming Tree Crush Red,750mL,1041,14794.59,14.211902017291067
16263,Dom Fond Croze Rasteau CdR V,750mL,2,15.98,7.99
16264,Il Poggione Brunlo d Montlcn,750mL,20,1599.8,79.99
16281,Dom Serene Clos Soleil Chard,750mL,3,89.97,29.99
16289,Barefoot Bubbly Pink Moscato,750mL,994,9686.06,9.744527162977867
16290,Canyon Rd Moscato,750mL,45,215.54999999999998,4.79
16309,Mollydooker Two Left Feet,750mL,3,77.97,25.99
16310,Mollydooker Scooter Merlot,750mL,24,617.76,25.74
16314,Line 39 Chard,750mL,258,2577.42,9.99
16315,24 Knots Pnt Nr,750mL,104,1454.96,13.99
16317,Noble Vines 446 Chard Monter,750mL,464,5105.36,11.002931034482758
16318,Noble Vines 667 Pnt Nr Mntry,750mL,542,6507.58,12.00660516605166
16320,Ninety+Cellars Lot 42 Pnt Gr,750mL,368,3960.32,10.761739130434783
16325,Smoking Loon Red Loonatic,750mL,65,649.35,9.99
16326,Black Box Cab Svgn,500mL,766,3639.34,4.7510966057441255
16327,Black Box Merlot,500mL,591,2771.09,4.6888155668358715
16328,Black Box Chard,500mL,895,4192.05,4.683854748603352
16329,Battle Axe Malbec Mendoza,750mL,143,2014.57,14.087902097902097
16330,Cherry On Top Sweet White,750mL,1,12.99,12.99
16351,Girls in the Vineyard Cab S,750mL,213,4046.87,18.999389671361502
16352,Girls in the Vineyard Svgn B,750mL,132,2258.68,17.11121212121212
16365,La Demoiselle de By Medoc,750mL,1,14.99,14.99
16369,Tiki Sound Svgn Bl,750mL,3,38.97,12.99
16370,Zinsane Znfdl Lodi,750mL,1017,8125.83,7.99
16377,Ch Moncontour Vouvray Demi S,750mL,2,33.98,16.99
16378,Hob Nob Malbec VDP D'Oc,750mL,68,679.32,9.99
16380,Duboeuf Bjls Nouveau 2014,750mL,97,1066.03,10.99
16389,R. Merlo Pnt Nr,750mL,1,19.99,19.99
16393,Alamos Red Mendoza,750mL,254,2537.46,9.99
16394,Ghost Pines Red L Martini,750mL,299,5379.009999999999,17.99
16398,Shane The Unknown Syrah No C,750mL,1,39.99,39.99
16399,Shane Judge Vyd Syrah Bennet,750mL,1,42.99,42.99
16400,Zum Rsl,750mL,98,981.02,10.010408163265305
16426,Yellow Tail Sweet Red Roo,750mL,17,135.83,7.990000000000001
16427,Yellow Tail Sweet Red Roo,1.5L,107,1548.93,14.475981308411216
16428,HandCraft Artisan Coll Chard,750mL,268,2677.32,9.99
16429,HandCraft Artisan Coll Pnt N,750mL,349,3486.51,9.99
16430,HandCraft Artisan Coll Pet S,750mL,20,115.80000000000001,5.790000000000001
16431,HandCraft Artisan Coll Cab S,750mL,385,3846.15,9.99
16440,Banshee Cab Svgn Napa Vly,750mL,26,857.74,32.99
16441,Bota Box RedVolution,3L,285,5963.15,20.923333333333332
16445,Sans Liege Groundwork Grenac,750mL,3,59.97,19.99
16458,Gerard Bertrand Corbieres Ro,750mL,120,1564.8,13.04
16460,Gerard Bertrand Pnt Nr Rsv,750mL,98,1185.02,12.09204081632653
16466,Gerard Bertrand Gr Terrier R,750mL,4,67.96,16.99
16468,Gerard Bertrand Chard Rsv Sp,750mL,37,445.63,12.044054054054055
16469,Menage a Trois Moscato,750mL,158,1394.42,8.825443037974685
16477,Cupcake Angel Food,750mL,342,2857.58,8.355497076023392
16478,Poema Cava Rose,750mL,6,71.94,11.99
16484,Layer Cake Centrl Cst Pnt Nr,750mL,137,2190.63,15.99
16494,Tenuta di Arceno Chianti Cls,750mL,58,1050.4199999999998,18.11068965517241
16503,Lafite Rsv Speciale Bl Brdx,750mL,2,35.98,17.99
16526,Flaco Tempranillo,750mL,63,640.37,10.164603174603174
16527,Vinyes Domenech Furvus,750mL,1,32.99,32.99
16529,Naveran Cava Brut,750mL,12,215.88,17.99
16531,Pazo de Galegos Albarino,750mL,1,20.99,20.99
16537,Root 1 Pnt Nr,750mL,70,829.3,11.847142857142856
16538,Catalpa Malbec,750mL,32,560.68,17.52125
16539,Catalpa Chard,750mL,15,262.84999999999997,17.52333333333333
16540,Atamisque Malbec,750mL,103,2169.97,21.06766990291262
16541,Atamisque Assemblage,750mL,28,923.72,32.99
16553,Zestos Garnacha,750mL,26,295.74,11.374615384615385
16555,Murrieta's Well The Whip Wh,750mL,59,1052.4099999999999,17.837457627118642
16559,Badenhorst Secateurs Red,750mL,7,102.93,14.704285714285716
